Ocean trade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEASURE,US dollars at current prices,PARTNER,World,FLOW,Imports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRODUCT,Total,"  Marine fisheries, aquaculture and hatcheries",  Seafood processing,  Sea minerals,"  Ships, port equipment and parts thereof",    Vessels,      Vessels - Fishing vessels,      Vessels - Transport vessels and floating structures for commercial marine logistics,      Vessels - Pleasure and sporting boats,  High-technology and other manufactures n.e.c.,Total,"  Marine fisheries, aquaculture and hatcheries",  Seafood processing,  Sea minerals,"  Ships, port equipment and parts thereof",    Vessels,      Vessels - Fishing vessels,      Vessels - Transport vessels and floating structures for commercial marine logistics,      Vessels - Pleasure and sporting boats,  High-technology and other manufactures n.e.c.,Total,"  Marine fisheries, aquaculture and hatcheries",  Seafood processing,  Sea minerals,"  Ships, port equipment and parts thereof",    Vessels,      Vessels - Fishing vessels,      Vessels - Transport vessels and floating structures for commercial marine logistics,      Vessels - Pleasure and sporting boats,  High-technology and other manufactures n.e.c.,Total,"  Marine fisheries, aquaculture and hatcheries",  Seafood processing,  Sea minerals,"  Ships, port equipment and parts thereof",    Vessels,      Vessels - Fishing vessels,      Vessels - Transport vessels and floating structures for commercial marine logistics,      Vessels - Pleasure and sporting boats,  High-technology and other manufactures n.e.c.,Total,"  Marine fisheries, aquaculture and hatcheries",  Seafood processing,  Sea minerals,"  Ships, port equipment and parts thereof",    Vessels,      Vessels - Fishing vessels,      Vessels - Transport vessels and floating structures for commercial marine logistics,      Vessels - Pleasure and sporting boats,  High-technology and other manufactures n.e.c.,Total,"  Marine fisheries, aquaculture and hatcheries",  Seafood processing,  Sea minerals,"  Ships, port equipment and parts thereof",    Vessels,      Vessels - Fishing vessels,      Vessels - Transport vessels and floating structures for commercial marine logistics,      Vessels - Pleasure and sporting boats,  High-technology and other manufactures n.e.c.,Total,"  Marine fisheries, aquaculture and hatcheries",  Seafood processing,  Sea minerals,"  Ships, port equipment and parts thereof",    Vessels,      Vessels - Fishing vessels,      Vessels - Transport vessels and floating structures for commercial marine logistics,      Vessels - Pleasure and sporting boats,  High-technology and other manufactures n.e.c.,Total,"  Marine fisheries, aquaculture and hatcheries",  Seafood processing,  Sea minerals,"  Ships, port equipment and parts thereof",    Vessels,      Vessels - Fishing vessels,      Vessels - Transport vessels and floating structures for commercial marine logistics,      Vessels - Pleasure and sporting boats,  High-technology and other manufactures n.e.c.,Total,"  Marine fisheries, aquaculture and hatcheries",  Seafood processing,  Sea minerals,"  Ships, port equipment and parts thereof",    Vessels,      Vessels - Fishing vessels,      Vessels - Transport vessels and floating structures for commercial marine logistics,      Vessels - Pleasure and sporting boats,  High-technology and other manufactures n.e.c.,
          State of Palestine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,229759003.6,8046755,149116810,3471270.635,19631729.25,..,..,..,..,49492438.7,244447663.1,8963532,162136184,3482244.735,21266201.19,..,..,..,..,48599501.2,282729509.1,9278675,198941317,3652389.237,20571771.8,..,..,..,..,50285356.08,361972070.7,12196240,256911771,7774218.634,24641839.21,2272,..,2272,..,60448001.84,427616678.3,14565405,307511991,6991404.526,22907803.1,..,..,..,..,75640074.69,381147759,13629840,282598544,6231493.725,18936565.58,392333,..,386000,6333,59751315.65,
          Sudan,210002819.2,2125276,36404221,276888.5014,76818113.59,10523933,248145,43336,10232452,94378320.11,232221833.1,1980881,39503846,229335.6003,90392791.82,13531110,..,11403714,2127396,100114978.7,255180783.6,1402427,41966364,476563.0038,86667553.46,1947552,..,76712,1870840,124667876.1,..,..,..,..,..,..,..,..,..,..,285077170.3,2075343,60274451,566527.1037,93751614.35,3052948,10328,482392,2560228,128409234.8,347491177.5,733341,47887661,375710.9004,157204670.6,1241941,..,268197,973744,141289794,277838778,796172,41541032,265846.9026,117436773,1700080,..,26982,1673098,117798954.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
          Sweden,8158800952,3295828896,519286709,34948491.3,2168879132,303151800,1331480,11250621,290569699,2139857724,8974585348,4132073772,560643406,39243650.09,2080813642,292734835,580377,103263790,188890668,2161810878,9286264129,4390881435,554164420,32741724.39,2150343964,253064259,8581154,32631835,211851270,2158132586,8306419693,4068448981,502021451,27988330.99,1895887531,268201970,9756742,117211677,141233551,1812073399,9064865986,4828537949,506555656,27756367,1822103725,179079601,567372,12062888,166449341,1879912289,9304912975,4540382336,610359135,29995633.9,2146783853,265922213,3647593,74129437,188145183,1977392017,10985028665,5170986414,682934154,34811759.7,2923888390,761773092,28176924,413595880,320000288,2172407948,10150668254,4808446377,653377247,34477884.81,2452320273,445530757,11010061,126731084,307789612,2202046472,9615400637,4592133019,658038559,31104450.19,2047181805,245386940,12496215,21598499,211292226,2286942804,
"          Switzerland, Liechtenstein",7241089562,464226194,321944091,9673373.581,1648505315,130489436,25073,3556699,126907664,4796740589,7628004141,529528160,359191377,11725418.4,1688175822,120817179,18939,4661076,116137164,5039383363,7836269896,547499224,371027044,11193246.41,1722838018,119103722,..,3341251,115762471,5183712363,6951230987,491816992,317963562,9146541.187,1569863731,204083417,18633,105162186,98902598,4562440161,7660574574,527474563,335060027,9012992.985,1689664529,295308063,61344,74762861,220483858,5099362462,8743209516,546813805,411175151,9488030.785,1906813491,451656145,49264,127121716,324485165,5868919039,8855169140,579404337,449019358,9467239.779,1824107343,212771494,..,16118271,196653223,5993170863,9186311473,547445573,445099787,9775030.877,1891523236,343372453,..,10444865,332927588,6292467846,10410657610,545823109,507153942,9883568.064,2060729818,509716464,33880,16109615,493572969,7287067173,
          Tajikistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54936251.75,2077522,5878739,47199.30005,26183965.67,63819,871,3600,59348,20748825.78,68411649.1,4365476,8641305,74858.70027,25360707.87,115261,..,3761,111500,29969301.53,72640416.8,3854767,18227927,55302.00014,26549806.68,139277,..,..,139277,23952614.12,83256708.74,4615856,26493266,55547.60013,24882755.41,16457,..,2000,14457,27209283.73,
"          Tanzania, United Republic of",..,..,..,..,..,..,..,..,..,..,285849677.7,8724310,4867381,4148896.901,156504255.6,82701842,72729,13751392,68877721,111604834.2,392704457.7,17423828,5480162,4918733.8,190990390.8,39395079,97181,28038305,11259593,173891343.1,260621518.1,15805073,4733342,3804051.7,96314930.61,7841681,33115,991189,6817377,139964120.8,269854282.9,19103093,4880616,4496370.1,116586250.3,25708726,119059,24950625,639042,124787953.4,334538572,12926470,5521775,4550950.2,164682421.3,67194651,80890,56378792,10734969,146856955.5,279417118,9484752,11923631,5489617.7,143728591.2,24773300,128014,16599089,8046197,108790526.1,312892283.2,571611,9451971,3732520.1,181719894.8,16042124,375058,5364099,10302967,117416286.3,269866694.6,403332,8540838,5972497.3,104728683.2,13383629,362834,4719180,8301615,150221344.1,
          Thailand,14060606550,2811544319,437915600,4662327.597,5789542656,2648081266,29513,2557946887,90104866,5016941647,13585255803,2851823316,370078468,2390317.196,5647587632,2759638704,49486,2676265379,83323839,4713376070,12427131192,2414372251,563629533,3497081.391,4715084032,1985781892,67399,1923643415,62071078,4730548294,11898530306,2206606744,559559456,5406956.692,3931578679,1428691633,69182,1374011515,54610936,5195378470,12238886521,2680551431,578431678,5139242.493,3643560252,951726951,2720079,797741513,151265359,5331203917,13494568443,3102674818,760994207,6024524.489,4194604853,1657106060,16417,1280802735,376286908,5430270040,13456223844,3403437010,815534112,10466474.99,3617303173,868509557,609399,746420703,121479455,5609483074,11588033726,2820876524,770257018,8607860.49,3124121714,620138124,51302,558107378,61979444,4864170609,11534211020,3080912328,846808640,8802711.691,2973507318,642562184,..,602571262,39990922,4624180022,
          Togo,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,92415584.15,35019879,6093549,197177.3001,21838561.16,121524,8354,28225,84945,29266417.68,136203602.2,29665449,5955130,133653.6,76485513.25,20352369,..,20006122,346247,23963856.38,76242824.26,33254206,6287685,101566,8499216.071,500150,17290,11297,471563,28100151.19,59370973.99,18181647,6540983,117832,11102754.67,1480499,..,50827,1429672,23427757.32,64075115.87,18156659,7254969,102297.5,7831447.517,50168,..,..,50168,30729742.85,91186461.97,32168120,7283530,81675.70005,16485112.66,731311,..,55362,675949,35168023.61,
          Tonga,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8416909.922,483084,2658864,123238.3986,1627700.407,562984,100056,263565,199363,3524023.116,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
          Tunisia,1032597170,63363899,48795283,569243.7023,553511619.7,286314239,..,283977766,2336473,366357124.2,798511214,64822074,53506545,343132.901,292689294.1,10343449,..,2092172,8251277,387150167.9,823684807,63923571,58927078,386121.6007,307138328,4362488,460622,1560096,2341770,393309708.4,647118222,50303423,42381143,386418.4008,218509664.6,4989030,420915,2081131,2486984,335537573,716543337.2,57066883,49252428,389478.4001,267387407.2,29882115,585970,24311058,4985087,342447140.6,716012455.9,57647375,60166403,370000.2011,254527335.4,33780038,..,8385164,25394874,343301342.3,844931054,89663347,54155243,421753.5009,316238698.1,44293692,..,1357045,42936647,384452012.4,799764657.6,105641252,42701634,373612.6015,270959441.3,44452262,544,11796926,32654792,380088717.7,..,..,..,..,..,..,..,..,..,..,
          Turkey,5694827628,163374846,253801508,4351014.002,3126962609,995213401,2818098,949737736,42657567,2146337651,6703000429,181440481,321314248,2297949.103,3562432387,865237940,..,737863897,127374043,2635515364,5843408499,185041020,314209479,1789492.502,2855994566,446300297,..,403199531,43100766,2486373941,5926806358,237756668,335867682,1401966.7,2932999391,517922990,..,472427784,45495206,2418780650,5979153716,175609491,344365288,1304853.798,2898424094,315076220,..,275448003,39628217,2559449989,8261598412,223991356,365296261,1589835.997,5125509041,2655077252,..,779757993,1875319259,2545211918,6314924062,190048868,409689876,1745062.898,3190861287,846220550,100,370951566,475268884,2522578968,6026765595,185205298,453434796,1594417.196,2994950933,1015161956,..,759243928,255918028,2391580151,6005312915,148655293,454507995,1602195.096,2978404542,696982734,53181,402789307,294140246,2422142890,
          Uganda,147428351,964965,9874001,12162408.4,50743646.51,3681184,33903,1242047,2405234,73683330.05,159999549.4,671471,10187896,10966193.3,51427114.53,7772073,32,2379393,5392648,86746874.57,161991863.5,1062794,12893047,15529535.7,37766240.99,3401870,..,3230081,171789,94740245.84,169633662.4,662425,15038912,13912763.2,45489822.2,4436604,150,251837,4184617,94529739.95,150978192.2,1236876,16863312,13299437,35790954.44,461190,..,357344,103846,83787612.75,145887833.3,1855652,20508000,11814813.9,34945426.66,2038818,..,775078,1263740,76763940.7,177529250.7,4453443,35049394,12302419.9,38827295.45,1430161,..,145048,1285113,86896698.34,190412851.7,7260112,45982963,12613186,39682828,2449371,..,195720,2253651,84873762.73,243291690.8,5358964,66522846,16728986.3,47144347.23,2118792,..,1041975,1076817,107536547.3,
          Ukraine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2202692256,565493606,285158032,661279.7001,515666256.6,23573997,..,10821470,12752527,835713081.7,1370266334,283290225,171755323,832943.9999,412010518,31328948,..,21345102,9983846,502377323.6,1588123736,389335271,183209974,755823.8,427716762.2,13094019,..,8714527,4379492,587105905.2,1816779333,429923605,204386680,813046.6997,498885934.9,18230032,66255,14145832,4017945,682770066.5,2164206873,524533611,230933814,816152.7998,601160930.6,20831710,85650,13400263,7345797,806762364.7,2405123855,608005104,260143087,1256749.6,605069186.8,9892441,..,3050702,6841739,930649727.2,2258926198,565769663,310164718,1552687.7,515307294.6,24050018,61650,14309881,9678487,866131835.2,
          United Arab Emirates,5844238650,165652367,248937458,11340408.42,3209494156,184048992,294991,50581733,133172268,2208814261,4180009001,716096015,224001466,10060283.8,1887611090,258189897,185890,119005712,138998295,1342240146,4449669057,323086328,313965360,14163273.6,2226305410,299671658,74954,123591632,176005072,1572148685,5300614197,379744488,300902902,11479623.41,2888479175,888355637,82361,713381782,174891494,1720008009,4961667721,365824567,272034867,13380440.1,2630000111,822399020,32675,679464429,142901916,1680427737,6360833700,318464904,357549641,13446202.29,3245758525,737137090,2074,260953643,476181373,2425614428,5952947220,348231470,415379344,15391780.49,2928706241,597709494,21702,515734939,81952853,2245238385,5847866975,365939959,358650241,14628573.59,2838190686,431453597,14629,340466463,90972505,2270457515,5434806366,334854190,371999182,16509135.69,2452706135,338331449,71808,256521266,81738375,2258737723,
          United Kingdom,19134024166,2078828583,2384042521,41698338.83,5810041439,612783627,2541522,48374282,561867823,8819413284,20509857568,2190630475,2658112364,46574779.54,6625223054,1109479915,2277548,482185976,625016391,8989316896,22903383141,2379677359,2779787524,36937916.74,7534091774,1482229130,45527,403739600,1078444003,10172888567,21896530924,2133281523,2550153889,42200762.75,7294423972,1734957314,1298531,1217065882,516592901,9876470777,21789105656,2284626596,2345237854,42875979.26,7718464066,2197034430,125240,1736779297,460129893,9397901161,22715311520,2227939329,2805386086,53153347.04,8150304231,2163548307,1928774,1205078319,956541214,9478528527,23453247357,2329006573,3012858121,62646960.24,7711137843,1386714233,3785085,1043940074,338989074,10337597860,22606542381,2531851312,2960695658,56655941.64,7590715773,1442776628,1392679,623652638,817731311,9466623697,19924362184,2240537466,3073847647,54809293.94,5812565489,848673838,2840483,144212586,701620769,8742602288,
          United States of America,66641027716,9076745621,5449532490,212412892.8,22958481663,1889866151,5450854,711882719,1172532578,28943855049,66651519655,9568138761,5255538705,252111913.7,22957144486,1846191175,6243789,546242429,1293704957,28618585789,72409801423,10302659119,5761588627,415759502.4,24727393927,1467602911,7119348,116953443,1343530120,31202400247,76598903608,10340414761,5727344740,393329862.9,26525234499,2731601280,3125026,742245427,1986230827,33612579745,75396721915,11085686285,5538803116,253976650,24683200944,2036748188,1047547,160730308,1874970333,33835054920,80733039983,12101891020,6527212997,284125590.4,27249490931,2555300784,1453878,519163198,2034683708,34570319444,88648662234,12935574968,6992824773,411386470,29696736350,2218062863,497700,195027410,2022537753,38612139673,89673135710,13195748513,6687792093,411918219.8,29446192234,2378556585,1049757,208561500,2168945328,39931484650,87616760479,12231098640,7402108402,383916218.8,27177505419,2293597965,1267969,91036159,2201293837,40422131800,
          Uruguay,302283069.9,34753435,55729444,3490091.1,75749648.78,4562272,16330,1501878,3044064,132560451,357055007.8,34388641,64528303,3750348.3,94058070.19,2722277,..,201790,2520487,160329645.4,376203841.7,32746484,47981704,1214872.8,104565524.8,3550549,..,1618469,1932080,189695256.1,387013430.4,21899673,42614141,4156596.699,97104285.91,5826408,..,3942289,1884119,221238733.8,334195691.2,18552447,37774409,2583679.299,75486095.61,2614579,..,822821,1791758,199799060.3,238068434,21858140,42532350,3772362.599,57885388.4,2135883,..,417388,1718495,112020193,280916917.2,24216311,45222231,2892894.599,94762822.03,35260366,..,33759554,1500812,113822658.6,233151645.9,19964172,41729713,3282344.199,61153136.53,1851981,38150,153850,1659981,107022280.2,216894380.4,15057189,39567965,2813048.099,60005303.55,1495841,..,314584,1181257,99450874.78,
          Uzbekistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,491634391.9,6476436,14772797,129512.2002,234614207,24399898,..,17986498,6413400,235641439.7,797005622,9676896,24445590,194964.6001,342511669.9,7609988,628342,6195557,786089,420176501.5,960421373.5,11071186,34941098,314813.7999,464469126.6,4047709,..,2174705,1873004,449625149,802721272.8,8785515,36816343,538486.0002,336108313.1,3061210,137582,1993089,930539,420472615.7,
          Viet Nam,4119325383,522553417,462731267,11691206.1,1327383689,171538727,..,68998893,102539834,1794965804,4723747463,523711741,575146032,9809560.401,1499006641,156750876,..,125996341,30754535,2116073488,5413082402,627669278,663617574,10244572.6,1675317972,110828335,..,59745285,51083050,2436233005,6192135931,658364454,592950975,10080110.4,2030918707,151953171,1000000,118449130,32504041,2899821685,6539760087,760867204,816289512,8798490.096,1959910627,201905243,..,180122587,21782656,2993894254,7052564797,942622140,848717288,11771578.29,1921883089,187252970,..,155395381,31857589,3327570702,7511965012,1142252445,901826715,13174563.09,1953518694,156088265,..,130710717,25377548,3501192595,8425346116,1356570554,870358248,15519155.79,2166017736,214527016,..,176984150,37542866,4016880422,9209451409,1332270782,945524658,13356465.79,2141868929,239225454,..,199603639,39621815,4776430574,
          Yemen,207461183.3,3193132,58557409,123524.1003,46393544.16,9351995,..,9260007,91988,99193574.07,238036189,3450734,74119920,116103.1005,57057921.76,1088117,..,31880,1056237,103291510.1,300861203.2,3030904,69619650,94039.50006,75953639.99,7066845,..,2081505,4985340,152162969.7,127743952.2,9053223,39783329,97900,21363165.45,241281,..,103059,138222,57446334.71,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35049990.62,1015591,8365765,15688.5,4180359.599,..,..,..,..,21472586.52,62695278.92,1264047,21459413,21520,7570104.474,..,..,..,..,32380194.45,..,..,..,..,..,..,..,..,..,..,
          Zambia,233303070.8,10677481,11630454,477497.5002,105173737.5,3635903,38295,2586584,1011024,105343900.9,310387073.9,20035242,14323405,622855.8002,137427678.8,3507965,35322,709960,2762683,137977892.3,323110994.2,46130378,13734573,499615.4001,127383836.2,5787628,22802,1309726,4455100,135362591.6,309644207.4,83857249,12067046,446208.2001,95892255.05,2778074,89680,1917480,770914,117381449.2,264587704.6,80646270,10605776,400996.9002,76354863.83,5282925,36206,4604934,641785,96579797.91,306559786,112065324,25183732,872739.8,74343414.24,1829136,21987,948635,858514,94094575.97,357433835.6,94615020,31500016,663284.1001,102887139.6,15318572,..,11120467,4198105,127768375.9,297772622.2,96176523,28515165,698792,67236435.17,767729,..,342854,424875,105145707,246194485.7,79257048,30743298,869541.6,46835856.87,747887,..,41610,706277,88488741.19,
          Zimbabwe,..,..,..,..,..,..,..,..,..,..,222279236.8,23262887,85687107,685104.8001,37044692.59,779047,22100,562194,194753,75599445.44,174307434.3,21721301,30310550,1207946.9,36307761.45,503895,3318,321601,178976,84759874.96,189772450.4,23282361,43417341,839982.4001,44658693.36,122678,287,11892,110499,77574072.68,177871344,21299471,42416772,1152287,45983205.53,80044,4,20744,59296,67019608.44,151908447.6,17866814,36074353,3627260.5,32855123.21,351973,..,20801,331172,61484896.92,173575252.4,12439363,49971615,1312328.8,45056450.74,560988,54602,45745,460641,64795494.88,142564890.6,4669139,32980848,2377349.8,38900458.16,602341,32814,130670,438857,63637095.61,156090903.2,6509465,34671053,3387486.7,45495251.57,831892,17078,39701,775113,66027646.93,
  Africa,7606325925,713402150,701942015,23681807.6,3222564739,855668710,97473386,691111357,67083967,2944735214,9763195189,1300253715,916068745,38581679.4,3830248209,747349525,73519125,532595105,141235295,3678042841,22834360486,2106087720,1315723436,61369865.01,12946927100,8262039310,40326913,7671094989,550617408,6404252365,27642225833,3681326791,1586513200,104749658.1,14749913521,9331475816,102441128,8650179295,578855393,7519722663,29488700812,3291885352,1592093651,107472427.3,17009187988,11481642695,151430007,10660693399,669519289,7488061394,22662812037,3715761240,1563903411,117475101.7,10007596568,4770747010,116415997,4242181707,412149306,7258075717,25967753634,4146640957,1823392157,116993772.6,13227028294,8418028333,270262421,7170209355,977556557,6653698453,21208201298,3745559238,1554773627,109809175.3,9157683124,4140170086,125477568,3396331910,618360608,6640376134,15233293492,3083778168,1422425804,115189882.1,5189020279,1458514125,102847487,674570973,681095665,5422879359,
  Americas,1.16E+11,12476623560,9508944558,330398235,43908879704,3985831569,42529551,1736212317,2207089701,50253917345,1.20E+11,13459393082,9466150204,369212842.6,45840733299,4704851903,122804509,2241894489,2340152905,51114588395,1.27E+11,14371519179,10067896852,551082106.3,47445601427,4182885384,122233470,1626820960,2433830954,54480991262,1.29E+11,14003086675,10095809134,510148256.6,48442664506,6163358902,125511904,3018192761,3019654237,55787589312,1.24E+11,14858104947,9863666088,360098965.8,44015442235,4706775536,131778257,1882594215,2692403064,55349363409,1.33E+11,16174634992,11864292327,416279016.9,47185218609,4969019601,119491698,1661451133,3188076770,56886481038,1.47E+11,17055353543,12594540428,565543234.1,54517363746,8632024601,207368044,4947508874,3477147683,61952023092,1.48E+11,17243689806,12142229600,589370561.3,54616710616,9055007276,83983400,5674553681,3296470195,63508567781,1.41E+11,15557013905,12904509459,533678577.7,49478667023,8745497235,158009989,5476382075,3111105171,62137321890,
  Europe,2.19E+11,33443113411,17453880123,684977019.7,78141286717,23602048814,445659688,16073231203,7083157923,89739933018,2.30E+11,36320524667,19076797452,810805543.7,80133782177,23961284828,621764739,16591989113,6747530976,93342555186,2.41E+11,38707702206,19710285987,668672923.1,84157034790,24609530830,603836422,16950814163,7054880245,98091120146,2.16E+11,33829148083,17075384432,573826867.6,76930638531,24486605941,681661177,16843159615,6961785149,87451041509,2.29E+11,38142416347,17245704749,570833121.1,82437281902,25913581738,607562361,14888596080,10417423297,90976463045,2.53E+11,40041048003,23937146044,661583199.9,89961335058,28289261914,541828952,18172553921,9574879041,98713596065,2.68E+11,43243728076,26643898238,754690667.9,88878349577,23843465041,599940428,14233437180,9010087433,1.08E+11,2.63E+11,41731184051,25974646750,731029491.1,86573432829,22595450035,774243524,10116011853,11705194658,1.08E+11,2.55E+11,38647280961,27578210292,662382405.6,77307624183,18183498372,420003306,8493501180,9269993886,1.10E+11,
Asia and Oceania,1.76E+11,28819502451,13042247984,645391288.7,69487731858,20668705847,138701573,17388186007,3141818267,64349798846,2.05E+11,29529855782,14651617956,847525578.7,84846438490,27225135182,96661938,22692194828,4436278416,74728107111,1.99E+11,30116897887,14627967936,825185846.1,76687349728,19230772651,129522862,15460670444,3640579345,76582038448,1.94E+11,28577031467,14745492107,695504691,73610968890,19622166794,150951124,16443761671,3027453999,75885551300,1.91E+11,30684926286,14359431257,673529191.6,69995482095,19822097451,106946758,16068510039,3646640654,75243873715,2.16E+11,33881496210,17888446118,858405843.9,80853755929,27966809722,84685458,22064530163,5817594101,83005620117,2.27E+11,37578728987,19092711835,883531728.4,78577667636,22511706660,156888136,18335715067,4019103457,90622133955,2.26E+11,37729142302,19027683890,779346839,76833679309,22503895681,81077987,18464995993,3957821701,92125123825,2.19E+11,33439265178,19088465112,724575762.1,71541384080,20935218206,81342185,16863191967,3990684054,94595045567,
  Developing economies: Africa,7606325925,713402150,701942015,23681807.6,3222564739,855668710,97473386,691111357,67083967,2944735214,9763195189,1300253715,916068745,38581679.4,3830248209,747349525,73519125,532595105,141235295,3678042841,22834360486,2106087720,1315723436,61369865.01,12946927100,8262039310,40326913,7671094989,550617408,6404252365,27642225833,3681326791,1586513200,104749658.1,14749913521,9331475816,102441128,8650179295,578855393,7519722663,29488700812,3291885352,1592093651,107472427.3,17009187988,11481642695,151430007,10660693399,669519289,7488061394,22662812037,3715761240,1563903411,117475101.7,10007596568,4770747010,116415997,4242181707,412149306,7258075717,25967753634,4146640957,1823392157,116993772.6,13227028294,8418028333,270262421,7170209355,977556557,6653698453,21208201298,3745559238,1554773627,109809175.3,9157683124,4140170086,125477568,3396331910,618360608,6640376134,15233293492,3083778168,1422425804,115189882.1,5189020279,1458514125,102847487,674570973,681095665,5422879359,
  Developing economies: Americas,33307073360,1864998103,2865867357,66785084.48,13549061742,1309264857,33151140,942110262,334003455,14960361073,36553000217,2234095544,2957209414,65594342.08,15086169949,1539053357,33390354,1184045686,321617317,16209930968,37267219804,2356128468,2994513090,68227502.78,15216408229,1775945285,114187849,1319749128,342008308,16631942514,36054758184,2045918066,3107073851,66874176.88,14790784540,2356075340,49432996,1988382488,318259856,16044107550,33470037865,2059264273,3078906363,59514494.39,12773862708,1674988464,47616412,1448553367,178818685,15498490027,34715319083,2370471486,3703805319,68075902.3,12375259967,696667926,21679509,462082110,212906307,16197706408,39921469225,2352824553,3939221536,66003432.89,16569316305,4583813673,61056888,4262409410,260347375,16994103398,40333187712,2231753304,3750043577,74501378.19,17203083983,5416590239,63513160,5084897388,268179691,17073805470,36125443217,1743344836,3714843963,75069445.09,14924717421,4897995165,37838883,4630155246,230001036,15667467552,
  Developing economies: Asia and Oceania,1.15E+11,13276840766,6542042183,305217986.9,50979947575,15584797484,63058965,13952797510,1568941009,43855905437,1.47E+11,16366621798,8391098154,487179853.5,67010279756,23256304681,58135590,20094715380,3103453711,54535974668,1.41E+11,16342752242,8336769712,503898255.1,59153729618,15895826563,107000395,13033387396,2755438772,56528936036,1.39E+11,15595723947,9084885346,400824415.5,57140568183,15920880681,60662606,13680924562,2179293513,56499818252,1.36E+11,17033452160,8576554750,378734649,54414030006,16156232450,33128541,13372074003,2751029906,56092321287,1.53E+11,19016390534,11189696282,624234525.2,59176950436,18545905955,56893756,13564881659,4924130540,63039765100,1.66E+11,22152502833,11808883834,640044485.2,62517601645,19728281204,76485089,16520503576,3131292539,69025722839,1.65E+11,22639532854,11683649229,513491095.2,59379655748,18395931667,27919487,15433369799,2934642381,70565473774,1.60E+11,19998257103,12005750140,472975463.1,55171067038,17335777736,8782043,14107533277,3219462416,72761355020,
  Developed economies: Americas,83171690043,10611625457,6643077201,263613150.5,30359817962,2676566712,9378411,794102055,1873086246,35293556272,83697077606,11225297538,6508940790,303618500.5,30754563350,3165798546,89414155,1057848803,2018535588,34904657427,89649871021,12015390711,7073383762,482854603.5,32229193197,2406940099,8045621,307071832,2091822646,37849048747,92784539699,11957168609,6988735283,443274079.8,33651879966,3807283562,76078908,1029810273,2701394381,39743481762,90976637780,12798840674,6784759725,300584471.4,31241579528,3031787072,84161845,434040848,2513584379,39850873382,97811586899,13804163506,8160487008,348203114.6,34809958642,4272351675,97812189,1199369023,2975170463,40688774629,1.07E+11,14702528990,8655318892,499539801.2,37948047441,4048210928,146311156,685099464,3216800308,44957919694,1.08E+11,15011936502,8392186023,514869183.1,37413626633,3638417037,20470240,589656293,3028290504,46434762311,1.04E+11,13813669069,9189665496,458609132.6,34553949601,3847502070,120171106,846226829,2881104135,46469854338,
  Developed economies: Asia and Oceania,61384718481,15542661685,6500205801,340173301.8,18507784284,5083908363,75642608,3435388497,1572877258,20493893409,57812390688,13163233984,6260519802,360345725.1,17836158734,3968830501,38526348,2597479448,1332824705,20192132443,57973353982,13774145645,6291198224,321287591,17533620110,3334946088,22522467,2427283048,885140573,20053102412,54792728311,12981307520,5660606761,294680275.5,16470400707,3701286113,90288518,2762837109,848160486,19385733047,54462149693,13651474126,5782876507,294794542.6,15581452090,3665865001,73818217,2696436036,895610748,19151552428,63440687340,14865105676,6698749836,234171318.7,21676805492,9420903767,27791702,8499648504,893463561,19965855017,60610018505,15426226154,7283828001,243487243.2,16060065991,2783425456,80403047,1815211491,887810918,21596411116,61713173465,15089609448,7344034661,265855743.8,17454023561,4107964014,53158500,3031626194,1023179320,21559650051,58979330934,13441008075,7082714972,251600299,16370317041,3599440470,72560142,2755658690,771221638,21833690547,
